id,address,sale_date,asked_price,sold_price,rooms,living_space,has_balcony,floor,avgift,driftskostnad,built,total_floors,has_lift,lat,lng,avgift_sqm,valdistrikt
4503,Munkebäcksgatan 43A,2021-10-28,2900000.0,3225000,2.0,49.0,,1.0,3066.0,5880.0,1933-01-01,2.0,0,57.71448302381042,12.023945569221747,62.57142857142857,"Örgryte-Härlanda, Härlanda"
4504,Barytongatan 7,2021-09-08,2750000.0,2800000,4.0,103.0,,,5830.0,6600.0,1967-01-01,,0,57.663786043456234,11.919375479176336,56.601941747572816,"Askim-Frölunda-Högsbo, Kavås"
4505,Kalendervägen 47,2021-09-21,1350000.0,1450000,1.0,40.0,1.0,3.0,2371.0,5880.0,1954-01-01,4.0,0,57.75017879923805,12.035686292004254,59.275,"Östra Göteborg, Kortedala, Östra"
4507,Kaptensgatan 24G,2021-11-18,3175000.0,4000000,2.0,62.0,,1.0,3191.0,8364.0,1897-01-01,3.0,0,57.69615885659725,11.930373698716336,51.46774193548387,"Majorna-Linné, Djurgårdsgatan m fl"
4508,Plåtmyntsgatan 15,2021-10-15,2475000.0,2475000,2.0,53.0,1.0,3.0,3663.0,5880.0,1953-01-01,3.0,0,57.67396230911786,11.926094516886529,69.11320754716981,"Askim-Frölunda-Högsbo, Högsbotorp, V"
4509,Nya Varvsallén 22 A,2021-10-25,4995000.0,5650000,2.0,88.0,,1.0,4926.0,,1802-01-01,2.0,0,57.68098708303668,11.89027935493387,55.97727272727273,"Västra Göteborg, Nya Varvet"
4510,Astris Gata 76,2021-10-03,,3350000,2.0,62.0,1.0,2.0,3128.0,3500.0,2012-01-01,4.0,1,57.69963522949075,11.904108329549743,50.45161290322581,"Lundby, Pölsebo-Bratterås"
4511,Erik Dahlbergsgatan 40,2021-10-20,3300000.0,3600000,2.0,42.0,,4.0,2656.0,,1918-01-01,4.0,0,57.695679249007874,11.970499149236069,63.23809523809524,"Centrum, Landala"
4512,Bergums Prästgårdsbacke 14,2021-09-08,3250000.0,3920000,4.0,108.0,1.0,,4347.0,17760.0,2017-01-01,,0,57.80325140181343,12.168165834630004,40.25,"Angered, Olofstorp"
4513,Stabbegatan 40,2021-09-02,3550000.0,4300000,4.0,82.0,1.0,3.0,4415.0,17996.0,1957-01-01,3.0,0,57.71696,12.046387,53.84146341463415,"Örgryte-Härlanda, Björkekärr, Norra"
4514,"Mölndalsvägen 57, Vån 3 / 3",2021-11-05,3095000.0,3500000,2.0,61.0,,3.0,2687.0,3500.0,1932-01-01,3.0,0,57.68600431832644,11.998224275045853,44.049180327868854,"Centrum, Krokslätt, Norra"
4515,Stabbegatan 21,2021-11-29,3890000.0,5430000,4.0,92.0,1.0,1.0,5365.0,5400.0,1955-01-01,3.0,0,57.71528911902851,12.04838250221465,58.31521739130435,"Örgryte-Härlanda, Björkekärr, Norra"
4516,Guldringen 17,2021-11-08,1650000.0,2410000,3.0,81.0,1.0,2.0,5575.0,5880.0,1968-01-01,,0,57.65893790881781,11.891329355538074,68.82716049382717,"Västra Göteborg, Guldringen m fl"
4517,Övre Djupedalsgatan 5 B,2021-09-08,3650000.0,4060000,2.0,50.0,,1.0,3647.0,1900.0,1904-01-01,,0,57.695056762381,11.950207010075701,72.94,"Majorna-Linné, Olivedal"
4518,Arsenalsgatan 10 D,2021-09-14,3850000.0,3850000,2.0,65.0,,1.0,2715.0,,1911-01-01,6.0,0,57.70173353648138,11.959114201678823,41.76923076923077,"Centrum, Inom Vallgraven"
4519,Erik Dahlbergsgatan 35C,2021-10-22,4850000.0,5225000,2.0,79.0,,2.0,3943.0,,1912-01-01,,0,57.69400789015938,11.97089054741879,49.91139240506329,"Centrum, Landala"
4520,Poetgatan 17,2021-10-07,2195000.0,2200000,3.0,79.0,1.0,2.0,5486.0,,1981-01-01,2.0,0,57.745895,11.987426,69.44303797468355,"Norra Hisingen, Backa, Norra"
4521,Ahrenbergsgatan 4G,2021-09-10,,3850000,2.0,63.0,,3.0,4225.0,,1950-01-01,,0,57.72219,12.0253,67.06349206349206,"Örgryte-Härlanda, Munkebäck, Norra"
4522,Linnégatan 41B,2021-09-14,2595000.0,3200000,1.0,43.0,,5.0,2667.0,3060.0,1981-01-01,7.0,1,57.69417585507146,11.95132177925752,62.02325581395349,"Majorna-Linné, Linné"
4523,Björcksgatan 43 A,2021-11-04,2250000.0,2250000,2.0,52.0,,3.0,3701.0,5200.0,1935-01-01,,0,57.717028482876806,12.029766029979559,71.17307692307692,"Örgryte-Härlanda, Kålltorp, Östra"
4524,Brämaregatan 13a,2021-10-14,2295000.0,2420000,2.0,51.0,,3.0,2871.0,3960.0,1938-01-01,3.0,0,57.71888620588342,11.945463462147796,56.294117647058826,"Lundby, Brämaregården, Norra"
4526,Lövmånadsgatan 3,2021-11-11,1550000.0,1550000,2.0,51.0,1.0,8.0,3525.0,6241.0,1955-01-01,8.0,1,57.756572506,12.0329632561,69.11764705882354,"Östra Göteborg, Förstamajgatan m fl"
4527,Tunnlandsgatan 18,2021-11-10,2595000.0,2725000,3.0,59.0,1.0,2.0,2532.0,,1966-01-01,3.0,0,57.665085,11.921253,42.91525423728814,"Askim-Frölunda-Högsbo, Kavås"
4528,Sofiagatan 8A,2021-09-28,2950000.0,3110000,3.0,69.0,,1.0,4357.0,,1945-01-01,3.0,0,57.71920019454452,12.017780147346983,63.14492753623188,"Örgryte-Härlanda, Strömmensberg, Ö"
4529,Nordhemsgatan 67 A,2021-11-26,3690000.0,4000000,2.0,50.0,,1.0,3292.0,5200.0,1904-01-01,,0,57.693165437721596,11.95004715255168,65.84,"Majorna-Linné, Linné"
4530,Doktor Forselius gata 30,2021-09-08,3395000.0,3700000,4.0,81.0,1.0,1.0,5020.0,7940.0,1960-01-01,10.0,1,57.67975143433309,11.982097484286301,61.97530864197531,"Centrum, Guldheden Östra"
4531,Frödingsgatan 8 C,2021-11-05,2900000.0,2900000,2.0,55.0,1.0,2.0,3372.0,5322.0,1945-01-01,4.0,0,57.7220381599,12.0202951998,61.30909090909091,"Örgryte-Härlanda, Strömmensberg, Ö"
4532,Fyrklöversgatan 13,2021-11-23,2095000.0,2180000,1.0,43.0,1.0,4.0,2261.0,4200.0,2018-01-01,7.0,1,57.727534880383736,11.932923115831809,52.58139534883721,"Lundby, Bjurslätt, Södra"
4026,Olshammarsgatan 6,2021-11-01,1795000.0,1775000,3.0,80.0,1.0,5.0,5259.0,,1970-01-01,5.0,1,57.75396,11.97227,65.7375,"Norra Hisingen, Skälltorp"
4534,Fastlagsgatan 49,2021-10-08,1895000.0,1930000,3.0,61.0,1.0,3.0,4306.0,4860.0,1959-01-01,3.0,0,57.755166543229265,12.03221768613869,70.59016393442623,"Östra Göteborg, Kortedala, Västra"
4535,Chalmersgatan 19B,2021-09-29,4300000.0,4700000,2.0,60.0,,2.0,2197.0,3000.0,1904-01-01,5.0,0,57.69912614346138,11.973316822408162,36.61666666666667,"Centrum, Valand"
4536,Raketgatan 1B,2021-10-12,3195000.0,3600000,2.0,57.0,1.0,3.0,4310.0,6231.0,1945-01-01,3.0,0,57.6899856660064,11.968071227026122,75.6140350877193,"Centrum, Guldheden, Norra"
4537,Olivedalsgatan 2,2021-09-22,4050000.0,4675000,2.0,60.0,,6.0,3911.0,4500.0,1904-01-01,6.0,1,57.691741583982385,11.953993671274558,65.18333333333334,"Majorna-Linné, Sveaplan"
4538,Plantagegatan 3,2021-10-08,3680000.0,3810000,2.0,57.0,1.0,1.0,2678.0,4500.0,1984-01-01,7.0,1,57.69743406916058,11.950393154596965,46.98245614035088,"Majorna-Linné, Plantagegatan, m fl"
4539,Kastellgatan 17B,2021-09-22,2950000.0,3610000,1.0,37.0,1.0,3.0,2265.0,3500.0,1908-01-01,5.0,0,57.6933158502857,11.95517066438758,61.21621621621622,"Majorna-Linné, Kommendantsängen"
4540,Londongatan 56,2021-09-21,2695000.0,3050000,2.0,64.0,,2.0,2730.0,4200.0,2100-01-01,2.0,0,57.70374,11.903057,42.65625,"Lundby, Bräcke, Södra"
4541,Övre Hallegatan 40,2021-09-14,3150000.0,3700000,4.0,94.0,1.0,3.0,6281.0,9000.0,1969-01-01,6.0,1,57.71868923373687,11.937686410618914,66.81914893617021,"Lundby, Rambergsstaden, Östra"
4542,Götaholmsgatan 12,2021-11-06,,4600000,3.0,107.0,1.0,3.0,6596.0,5400.0,1916-01-01,3.0,0,57.73008075234428,12.010012418446474,61.64485981308411,"Östra Göteborg, Gamlestaden, Norra"
4543,Lillekärr Södra 108,2021-10-09,1950000.0,2000000,2.0,62.0,,1.0,4138.0,,1974-01-01,,0,57.790047,11.989995,66.74193548387096,"Norra Hisingen, Kärra, Södra"
4544,Amiralitetsgatan 27A,2021-10-28,4150000.0,5030000,3.0,72.0,,3.0,4721.0,,1907-01-01,3.0,0,57.6950113,11.9267463,65.56944444444444,"Majorna-Linné, Marieberg"
4545,Haga Östergata 18,2021-10-21,3990000.0,4330000,2.0,67.0,1.0,3.0,3823.0,5880.0,1992-01-01,4.0,1,57.69901900982835,11.959106843934945,57.059701492537314,"Majorna-Linné, Haga Östra"
4546,Ånäsvägen 26,2021-10-03,,2475000,1.0,39.0,,1.0,2191.0,3600.0,1939-01-01,,0,57.71796,12.00477,56.17948717948718,"Örgryte-Härlanda, Redberget"
4547,Palmstedtsgatan 3B,2021-09-25,3490000.0,3850000,2.0,53.0,1.0,4.0,3648.0,3600.0,1939-01-01,6.0,1,57.69002532416077,11.981376966075901,68.83018867924528,"Centrum, Johanneberg, Östra"
4548,Skogsmilsgatan 13,2021-10-01,2650000.0,3000000,3.0,73.0,1.0,1.0,4529.0,,1965-01-01,3.0,0,57.66637317936061,11.927441590449499,62.04109589041096,"Askim-Frölunda-Högsbo, Kavås"
4549,Hjalmar Selandersgatan 1B,2021-10-01,2590000.0,2836000,2.0,54.0,1.0,3.0,3400.0,1800.0,1946-01-01,3.0,0,57.72039070050874,12.0328665578933,62.96296296296296,"Örgryte-Härlanda, Kålltorp, Norra"
4550,Ebbe Lieberathsgatan 16C,2021-09-27,2500000.0,2850000,1.0,41.0,1.0,2.0,2787.0,4680.0,2018-01-01,7.0,1,57.68027830958256,12.001600668229461,67.97560975609755,"Centrum, Krokslätt, Södra"
4551,Anna Branzells Gata 14,2021-09-24,,3700000,3.0,72.0,1.0,3.0,3654.0,5400.0,2100-01-01,4.0,1,57.733642402470096,12.032268074567417,50.75,"Östra Göteborg, Kviberg, Östra"
4553,Sankt pauligatan 13B,2021-09-29,4475000.0,4350000,3.0,93.0,1.0,3.0,4468.0,3000.0,1935-01-01,3.0,0,57.71251528718481,12.005684883013853,48.043010752688176,"Örgryte-Härlanda, Sankt Pauli"
4554,Jöns Rundbäcks Plats 1,2021-09-11,3695000.0,4000000,4.0,79.0,1.0,2.0,4894.0,5775.0,2015-01-01,6.0,1,57.72257718421261,11.947571212508,61.949367088607595,"Lundby, Penselgatan m fl"
4555,Carlandersplatsen 1,2021-10-13,6825000.0,7250000,3.0,104.0,1.0,2.0,3774.0,5500.0,1927-01-01,5.0,1,57.69350954342562,11.98652521154115,36.28846153846154,"Centrum, Getebergsäng"
4556,Kopparmyntsgatan 9,2021-09-06,2250000.0,2650000,2.0,55.0,1.0,6.0,4088.0,10600.0,2100-01-01,6.0,1,57.67306767938946,11.928485326791549,74.32727272727273,"Askim-Frölunda-Högsbo, Högsbotorp, V"
4557,Ulfsparregatan 9E,2021-09-29,2100000.0,2200000,1.0,37.0,1.0,2.0,2789.0,1800.0,1943-01-01,4.0,0,57.71057974625124,12.01353574430697,75.37837837837837,"Örgryte-Härlanda, Lunden, Nya"
4558,Göta Älvsgatan 6,2021-11-18,5350000.0,5350000,3.0,84.0,,1.0,4363.0,,2100-01-01,6.0,1,57.670467030139356,11.870816172752145,51.94047619047619,"Västra Göteborg, Långedrag"
4559,Träringen 59,2021-11-19,2850000.0,3000000,3.0,59.0,1.0,2.0,3969.0,3600.0,1956-01-01,3.0,0,57.714607,12.0518875,67.27118644067797,"Örgryte-Härlanda, Björkekärr, Södra"
4560,Mölndalsvägen 61A,2021-10-27,3750000.0,4200000,4.0,80.0,1.0,2.0,3532.0,6200.0,1949-01-01,3.0,0,57.68525956894634,11.99865507630573,44.15,"Centrum, Krokslätt, Norra"
4561,Arvesgärde 7,2021-09-16,,1750000,1.0,37.0,1.0,4.0,3166.0,,1971-01-01,4.0,1,57.75335961103181,11.923017142084355,85.56756756756756,"Norra Hisingen, Glöstorp"
4562,Kobergsgatan 27,2021-11-03,1995000.0,2060000,1.0,32.0,1.0,,2156.0,1740.0,1957-01-01,4.0,0,57.72014,12.01373,67.375,"Örgryte-Härlanda, Strömmensberg, V"
4563,Gibraltargatan 66,2021-11-26,3375000.0,3800000,3.0,64.0,,,3427.0,2280.0,1939-01-01,,1,57.6863556,11.9835873,53.546875,"Centrum, Johanneberg, Östra"
4564,Ängskogsvägen 16B,2021-10-12,1850000.0,1950000,2.0,59.0,1.0,2.0,3750.0,4000.0,1962-01-01,2.0,0,57.75443487409077,11.93176952948375,63.559322033898304,"Norra Hisingen, Tuve, Norra"
4565,Monsungatan 65B,2021-09-19,5495000.0,5820000,3.0,78.0,1.0,7.0,3775.0,,2016-01-01,9.0,1,57.69654808920495,11.907242432762365,48.3974358974359,"Lundby, Färjenäs"
4566,Gibraltargatan 110,2021-10-06,3590000.0,3930000,3.0,72.0,1.0,2.0,4080.0,1200.0,1964-01-01,4.0,0,57.68075882943717,11.985520468827824,56.666666666666664,"Centrum, Mossen"
184,Axgatan 18,2021-11-24,2595000.0,2625000,3.0,82.0,1.0,2.0,5207.0,2808.0,1967-01-01,3.0,0,57.658548070692866,11.987330841781343,63.5,Ekhaga
4568,Distansgatan 23B,2021-10-06,2350000.0,2480000,2.0,44.0,,2.0,3002.0,,2017-01-01,7.0,1,57.664394,11.934509,68.22727272727273,"Askim-Frölunda-Högsbo, Flatås, Ö"
4570,Stampgatan 62,2021-11-12,3180000.0,3310000,3.0,60.0,1.0,2.0,2937.0,5100.0,1985-01-01,7.0,1,57.71019152689909,11.988060167462221,48.95,"Centrum, Friggagatan m fl"
4571,Myntgatan 10 B,2021-11-19,1750000.0,1650000,2.0,49.0,,1.0,3903.0,4800.0,1942-01-01,4.0,0,57.71598676678269,11.944498622921154,79.65306122448979,"Lundby, Rambergsstaden, Östra"
4572,Engdahlsgatan 4A,2021-11-16,2495000.0,2600000,2.0,39.0,,2.0,2137.0,3240.0,1937-01-01,,0,57.68701439999999,11.9816324,54.794871794871796,"Centrum, Johanneberg, Västra"
4573,Kobergsgatan 13,2021-10-29,3195000.0,3450000,3.0,70.0,1.0,1.0,3737.0,5844.0,1957-01-01,4.0,0,57.72079461346971,12.014121497490798,53.385714285714286,"Örgryte-Härlanda, Strömmensberg, V"
4574,Rödlönnsgången 34,2021-09-30,3295000.0,3500000,3.0,69.0,1.0,3.0,3948.0,7800.0,2019-01-01,7.0,1,57.71848089064619,11.927609239548342,57.21739130434783,"Lundby, Rambergsstaden, Norra"
4575,Poetgatan 47,2021-09-14,2495000.0,2625000,3.0,81.0,,1.0,5491.0,4080.0,1980-01-01,,0,57.7464059,11.9851951,67.79012345679013,"Norra Hisingen, Backa, Norra"
4576,Svängrumsgatan 65,2021-10-20,2195000.0,2400000,2.0,40.0,1.0,3.0,2593.0,,2020-01-01,10.0,1,57.664557810517955,11.931150826161828,64.825,"Askim-Frölunda-Högsbo, Flatås, V"
4577,Erik Dahlbergsgatan 30,2021-09-30,6380000.0,7200000,3.0,109.0,,1.0,5347.0,8712.0,1889-01-01,5.0,1,57.697277521094826,11.969308064341677,49.055045871559635,"Centrum, Vasastaden, Östra"
4578,Soldathemsgatan 17,2021-11-16,2375000.0,2525000,2.0,49.0,1.0,3.0,3175.0,4800.0,2014-01-01,5.0,1,57.732607649958844,12.028387475781285,64.79591836734694,"Östra Göteborg, Bellevue Park"
4579,Högtrycksgatan 8,2021-11-16,1290000.0,1400000,2.0,63.0,1.0,2.0,3643.0,4200.0,1965-01-01,3.0,0,57.73571441674016,11.891680300953155,57.82539682539682,"Västra Hisingen, Länsmansgården, C"
4580,Ånäsvägen 56D,2021-11-07,3480000.0,3900000,3.0,75.0,,3.0,4268.0,7497.0,1925-01-01,3.0,0,57.72180846564095,12.006059042571577,56.906666666666666,"Örgryte-Härlanda, Redberget"
4581,Träringen 84,2021-10-06,2490000.0,2610000,2.0,55.0,1.0,2.0,3939.0,,2100-01-01,3.0,0,57.715342321047125,12.051821022134247,71.61818181818182,"Örgryte-Härlanda, Björkekärr, Södra"
4582,Slottsskogsgatan 11A,2021-09-16,2995000.0,3300000,2.0,58.0,,1.0,3743.0,4500.0,1936-01-01,3.0,0,57.68947,11.9177783,64.53448275862068,"Majorna-Linné, Gröna Vallen"
4583,Karl Staaffsgatan 16B,2021-10-03,1990000.0,2100000,2.0,53.0,1.0,3.0,3205.0,3620.0,1959-01-01,3.0,0,57.73029828366098,11.924573633989063,60.471698113207545,"Lundby, Slätta Damm"
4584,Bäckegatan 27 A,2021-11-10,4250000.0,5625000,3.0,66.0,1.0,3.0,3900.0,6200.0,1933-01-01,,0,57.694063090462514,11.939581594082037,59.09090909090909,"Majorna-Linné, Masthugget, Övre"
4585,Guldringen 16,2021-09-22,2395000.0,2450000,3.0,81.0,1.0,2.0,5544.0,4800.0,1968-01-01,3.0,0,57.65902734204133,11.890214919123872,68.44444444444444,"Västra Göteborg, Guldringen m fl"
4586,Övre Husargatan 19  /  Kastellgatan 22,2021-10-04,3495000.0,3700000,2.0,55.0,,3.0,2262.0,5676.0,1905-01-01,5.0,1,57.6936156876141,11.956051878024546,41.127272727272725,"Majorna-Linné, Risåsen"
4587,Svängrumsgatan 40,2021-10-13,2490000.0,2900000,3.0,76.0,,3.0,3995.0,3000.0,1964-01-01,,0,57.662918,11.930575,52.56578947368421,"Askim-Frölunda-Högsbo, Flatås, S"
4589,Göta Älvsgatan 6,2021-11-18,5300000.0,5300000,3.0,83.0,,11.0,4218.0,,2100-01-01,6.0,1,57.670467030139356,11.870816172752145,50.81927710843374,"Västra Göteborg, Långedrag"
4590,Södra Vägen 63,2021-10-22,4500000.0,4800000,2.0,70.0,1.0,5.0,2962.0,4800.0,1930-01-01,6.0,1,57.69511322346275,11.98781871225949,42.31428571428572,"Centrum, Getebergsäng"
4592,Övre Husargatan 21 A,2021-11-18,5190000.0,5700000,3.0,78.0,,1.0,1830.0,7100.0,1905-01-01,,0,57.69328420772872,11.95609648542961,23.46153846153846,"Majorna-Linné, Risåsen"
4593,Fyrklöversgatan 13,2021-11-29,2250000.0,2250000,1.0,43.0,1.0,7.0,2261.0,3240.0,2018-01-01,7.0,1,57.727534880383736,11.932923115831809,52.58139534883721,"Lundby, Bjurslätt, Södra"
4594,Arkivgatan 5,2021-09-07,3995000.0,4110000,1.0,50.0,,1.0,1549.0,5570.0,1929-01-01,6.0,1,57.69772799325413,11.976488715384464,30.98,"Centrum, Lorensberg"
4595,Västra Stillestorpsgatan 13,2021-11-18,2595000.0,2700000,3.0,77.0,1.0,4.0,5383.0,5040.0,2100-01-01,,1,57.71786,11.93501,69.9090909090909,"Lundby, Rambergsstaden, Norra"
4596,Distansgatan 27,2021-11-23,1795000.0,1825000,1.0,31.0,,1.0,2211.0,,1963-01-01,4.0,0,57.66322,11.9347,71.3225806451613,"Askim-Frölunda-Högsbo, Flatås, Ö"
4597,Blåsutgatan 1,2021-11-23,3300000.0,3700000,3.0,82.0,1.0,2.0,5777.0,4860.0,1967-01-01,5.0,1,57.69250896105883,11.922575654167016,70.45121951219512,"Majorna-Linné, Gråberget, Östra"
4598,Nilssonsberg 25,2021-09-16,2950000.0,3400000,2.0,48.0,,2.0,2741.0,5880.0,1975-01-01,10.0,1,57.69513450759325,11.961279009209932,57.104166666666664,"Majorna-Linné, Nilssonsberg"
4599,Sunnanvindsgatan 6B,2021-10-04,1850000.0,1850000,2.0,46.0,1.0,2.0,3251.0,5880.0,1945-01-01,3.0,0,57.72179137973397,11.929209868736752,70.67391304347827,"Lundby, Flunsås"
4600,Lådämnesgatan 10,2021-09-10,2890000.0,3300000,3.0,65.0,1.0,1.0,4301.0,6867.0,1955-01-01,3.0,0,57.7160315528,12.0515619589,66.16923076923077,"Örgryte-Härlanda, Björkekärr, Östra"
4601,Hjalmar Selandersgatan 1C,2021-09-01,2390000.0,2650000,2.0,54.0,1.0,2.0,3399.0,7789.0,2100-01-01,3.0,0,57.72049,12.032684,62.94444444444444,"Örgryte-Härlanda, Kålltorp, Norra"
4602,Hälleflundregatan 40,2021-11-01,6400000.0,6400000,3.0,84.0,1.0,1.0,4601.0,1800.0,2012-01-01,4.0,1,57.6481712749813,11.854329442673402,54.773809523809526,"Västra Göteborg, Fiskebäck,"
4603,Erik Dahlbergsgatan 28A,2021-09-15,4200000.0,4800000,2.0,48.0,1.0,3.0,2722.0,3200.0,1892-01-01,4.0,0,57.69747325356441,11.969224558081127,56.708333333333336,"Centrum, Vasastaden, Östra"
4604,Föreningsgatan 4A,2021-09-30,3480000.0,3550000,1.0,47.0,1.0,9.0,2130.0,5180.0,1963-01-01,11.0,1,57.69486590498686,11.963567558503188,45.319148936170215,"Centrum, Fogelbergsparken"
4605,Kapplandsgatan 88b,2021-09-15,1995000.0,2150000,1.0,39.0,,,2473.0,6120.0,1961-01-01,,0,57.66966262953192,11.93224568939373,63.41025641025641,"Askim-Frölunda-Högsbo, Högsbo"
4606,Ulfsparregatan 9B,2021-09-23,2200000.0,2200000,1.0,37.0,1.0,2.0,2789.0,3000.0,1943-01-01,4.0,0,57.7108173247428,12.01370088532627,75.37837837837837,"Örgryte-Härlanda, Lunden, Nya"
4607,Fullmånegatan 6,2021-09-23,1650000.0,2150000,2.0,64.0,1.0,2.0,4052.0,4100.0,1994-01-01,4.0,1,57.7459906509,12.0257555967,63.3125,"Östra Göteborg, Gregorianska g. m fl"
4608,Helmutsrogatan 5A,2021-09-17,2590000.0,3000000,2.0,60.0,,3.0,3995.0,4140.0,1941-01-01,3.0,0,57.68582717394263,11.997198506318792,66.58333333333333,"Centrum, Krokslätt, Norra"
4609,Eklandagatan 29A,2021-11-03,2850000.0,3140000,1.0,48.0,1.0,5.0,3584.0,4050.0,1935-01-01,5.0,1,57.69220171866363,11.98708704886025,74.66666666666667,"Centrum, Eklanda Norra"
4610,Smörgatan 104,2021-10-08,3500000.0,3500000,2.0,52.0,1.0,7.0,3134.0,5390.0,2008-01-01,12.0,1,57.68325235123888,12.01219465165824,60.26923076923077,"Örgryte-Härlanda, Kallebäck, Östra"
4611,Akkas gata 14,2021-11-12,1895000.0,2100000,3.0,74.0,1.0,1.0,5081.0,,1970-01-01,3.0,0,57.753948958,11.9826119379,68.66216216216216,"Norra Hisingen, Bäckebol"
4612,Kabelgatan 8,2021-10-25,2850000.0,3050000,2.0,54.0,1.0,7.0,3822.0,4740.0,1952-01-01,,1,57.69172207232947,11.923850894850055,70.77777777777777,"Majorna-Linné, Gråberget, Västra"
4613,Mandolingatan 7,2021-09-20,2250000.0,2300000,3.0,68.0,1.0,9.0,3698.0,,1963-01-01,12.0,1,57.6578526512543,11.917480913144237,54.38235294117647,"Askim-Frölunda-Högsbo, Altplatsen"
4614,Briljantgatan 78,2021-09-03,1950000.0,1950000,3.0,70.0,,1.0,3723.0,,1967-01-01,,0,57.6465504009411,11.90746300131734,53.18571428571428,"Västra Göteborg, Ängås"
4615,Raketgatan 8,2021-09-02,3200000.0,3715000,2.0,58.0,1.0,5.0,4517.0,5479.0,1945-01-01,5.0,1,57.691305840660874,11.965778970619008,77.87931034482759,"Centrum, Landala Egnahem"
4616,Astris gata 82,2021-10-07,3925000.0,4150000,3.0,75.0,1.0,4.0,3641.0,11172.0,2009-01-01,4.0,1,57.69947982727745,11.903634746583922,48.54666666666667,"Lundby, Pölsebo-Bratterås"
4617,Teleskopgatan 18,2021-09-26,1300000.0,1300000,3.0,77.0,1.0,7.0,6162.0,1800.0,1970-01-01,8.0,1,57.75978683971469,12.061147310380173,80.02597402597402,"Östra Göteborg, Bergsjön, Norra"
4618,Bratteråsgatan 70,2021-10-29,2895000.0,3580000,2.0,48.0,,2.0,3320.0,7560.0,1914-01-01,8.0,1,57.702595829118565,11.915289100647225,69.16666666666667,"Lundby, Eriksberg, Östra"
4619,Friggagatan 13A,2021-10-11,3475000.0,3600000,2.0,73.0,,5.0,3942.0,5300.0,1907-01-01,6.0,1,57.71081403525249,11.987403895329066,54.0,"Centrum, Friggagatan m fl"
4620,Kapellgatan 14,2021-10-24,4350000.0,4800000,2.0,72.0,,3.0,3237.0,4800.0,1898-01-01,,0,57.69445901170293,11.972464249554774,44.958333333333336,"Centrum, Landala"
4621,Rosenapelgatan 25,2021-09-23,1695000.0,1800000,1.0,30.0,1.0,3.0,2292.0,3600.0,2019-01-01,6.0,1,57.71814333312457,11.92703319035715,76.4,"Lundby, Rambergsstaden, Norra"
4622,Noleredsvägen 8,2021-09-14,2695000.0,2600000,3.0,77.0,,1.0,4718.0,7064.0,2100-01-01,,0,57.7225705,11.7631031,61.27272727272727,"Västra Hisingen, Torslanda Torg"
4624,Västra Midvintersgatan 7,2021-11-03,1590000.0,1725000,2.0,51.0,,5.0,3273.0,3264.0,1955-01-01,8.0,1,57.75653919999999,12.0309345,64.17647058823529,"Östra Göteborg, Kortedala, Västra"
4625,Olof wijksgatan 1,2021-10-25,16650000.0,16650000,4.0,184.0,1.0,5.0,4518.0,5880.0,1916-01-01,6.0,1,57.69754674132221,11.983201690130642,24.554347826086957,"Centrum, Lorensberg"
4626,Föreningsgatan 18 A,2021-10-12,7350000.0,8400000,5.0,137.0,1.0,4.0,8891.0,2280.0,1971-01-01,5.0,1,57.695395993290965,11.966930673774966,64.89781021897811,"Centrum, Vasastaden, Södra"
4627,Nilssonsberg 16,2021-09-08,4850000.0,4850000,3.0,90.0,1.0,5.0,4574.0,,1977-01-01,10.0,1,57.694096875567695,11.959989573326288,50.82222222222222,"Majorna-Linné, Nilssonsberg"
4628,Arvesgärde 7,2021-11-06,,1650000,1.0,37.0,,1.0,3070.0,2640.0,1971-01-01,4.0,1,57.75335961103181,11.923017142084355,82.97297297297297,"Norra Hisingen, Glöstorp"
4629,Hinderbanan 20,2021-11-16,3190000.0,3520000,2.0,67.0,1.0,5.0,3219.0,5880.0,2014-01-01,5.0,1,57.73408355397317,12.026938898751053,48.04477611940298,"Östra Göteborg, Kviberg, Östra"
4630,Solarvsplan 15,2021-10-13,2595000.0,2700000,2.0,63.0,1.0,2.0,3522.0,,1965-01-01,,0,57.6321824,11.9357645,55.904761904761905,"Askim-Frölunda-Högsbo, Askim"
4631,Göta Älvsgatan 6,2021-11-18,5300000.0,5300000,3.0,83.0,1.0,12.0,4218.0,,2100-01-01,6.0,1,57.670467030139356,11.870816172752145,50.81927710843374,"Västra Göteborg, Långedrag"
4632,Bratteråsbacken 35,2021-09-23,8480000.0,8400000,5.0,139.0,1.0,14.0,7167.0,9000.0,2008-01-01,16.0,1,57.702500061033135,11.916153506254146,51.56115107913669,"Lundby, Eriksberg, Östra"
4633,Stockholmsgatan 40 B,2021-11-30,,3400000,2.0,59.0,,3.0,3426.0,,1927-01-01,,0,57.72191393494351,12.007478133914638,58.067796610169495,"Örgryte-Härlanda, Ånäs"
4635,Gustavsplatsen 1G,2021-11-17,3995000.0,5075000,4.0,96.0,,35.0,5282.0,,1929-01-01,4.0,0,57.722349012983706,12.008013323408468,55.020833333333336,"Örgryte-Härlanda, Ånäs"
4636,Sylvestergatan 5,2021-10-06,4950000.0,6010000,2.0,74.0,,5.0,3622.0,7300.0,1930-01-01,,0,57.69325308565169,11.978036721531902,48.945945945945944,"Centrum, Johanneberg, Nedre"
